,date,open,high,low,close,volume,recent_volume30,average_volume120,rsi
40,2022-03-25 12:35:00+05:30,2294.05,2296.75,2293.85,2296.5,10923,32639.066666666666,,47.10613448142894
41,2022-03-25 12:40:00+05:30,2296.5,2302.3,2295.35,2300.55,31284,33053.36666666667,,54.85226879055469
42,2022-03-25 12:45:00+05:30,2300.6,2300.75,2297.1,2300.25,24262,28789.8,,54.218864430597016
43,2022-03-25 12:50:00+05:30,2300.2,2301.05,2298.1,2301.05,26605,28168.4,,55.68832532252369
44,2022-03-25 12:55:00+05:30,2300.95,2301.05,2299.4,2300.65,8459,26687.333333333332,,54.74220055705368
45,2022-03-25 13:00:00+05:30,2300.65,2304.15,2299.15,2303.45,15594,26502.766666666666,,59.88053228358595
46,2022-03-25 13:05:00+05:30,2303.45,2306.85,2302.45,2306.6,25448,26731.1,,64.73174072828306
47,2022-03-25 13:10:00+05:30,2305.85,2308.9,2303.1,2303.7,32529,26913.6,,57.80210286706037
48,2022-03-25 13:15:00+05:30,2303.7,2307.85,2303.65,2304.15,16816,26761.9,,58.54372507827237
49,2022-03-25 13:20:00+05:30,2304.15,2304.75,2299.3,2300.2,27477,27258.033333333333,,50.20321330363716
50,2022-03-25 13:25:00+05:30,2300.2,2303.0,2299.35,2300.85,17766,27391.866666666665,,51.42948305969607
51,2022-03-25 13:30:00+05:30,2300.7,2302.7,2299.65,2301.65,45567,27950.766666666666,,52.96470060250691
52,2022-03-25 13:35:00+05:30,2301.65,2301.65,2298.0,2298.55,46522,27542.333333333332,,46.79262800182554
53,2022-03-25 13:40:00+05:30,2298.55,2300.25,2297.9,2298.05,21997,27884.733333333334,,45.864277336383566
54,2022-03-25 13:45:00+05:30,2298.0,2300.75,2296.75,2298.0,39399,28782.333333333332,,45.766493529973864
55,2022-03-25 13:50:00+05:30,2298.0,2300.0,2296.8,2297.7,41005,29239.8,,45.144574449257355
56,2022-03-25 13:55:00+05:30,2297.7,2300.0,2297.05,2298.5,28754,29290.433333333334,,47.20488824673937
57,2022-03-25 14:00:00+05:30,2298.5,2300.55,2297.2,2300.0,25957,29308.866666666665,,50.926625111437986
58,2022-03-25 14:05:00+05:30,2300.05,2300.25,2295.0,2295.45,43478,29072.233333333334,,41.394327322697976
59,2022-03-25 14:10:00+05:30,2294.55,2298.0,2290.65,2296.25,22792,26539.066666666666,,43.400322724780075
60,2022-03-25 14:15:00+05:30,2296.55,2298.6,2294.85,2298.1,23691,26872.7,,47.84606029999775
61,2022-03-25 14:20:00+05:30,2298.0,2298.65,2296.5,2298.45,20369,26981.7,,48.66755137415787
62,2022-03-25 14:25:00+05:30,2298.45,2301.55,2298.2,2299.95,29090,27408.566666666666,,52.14642023542696
63,2022-03-25 14:30:00+05:30,2300.8,2301.95,2299.75,2301.0,18568,26778.633333333335,,54.472387898292254
64,2022-03-25 14:35:00+05:30,2301.1,2301.75,2300.0,2300.75,15047,25904.366666666665,,53.8018522652067
65,2022-03-25 14:40:00+05:30,2300.6,2301.2,2299.1,2300.05,47977,26559.466666666667,,51.876292114167285
66,2022-03-25 14:45:00+05:30,2300.15,2303.0,2299.55,2301.65,26155,26644.433333333334,,55.77263817460491
67,2022-03-25 14:50:00+05:30,2300.95,2305.15,2300.95,2302.6,28188,26531.233333333334,,57.949628902887525
68,2022-03-25 14:55:00+05:30,2302.6,2302.8,2300.5,2300.85,30765,27243.133333333335,,52.79435050520497
69,2022-03-25 15:00:00+05:30,2301.0,2306.2,2297.4,2299.95,117014,30316.6,,50.315271166946296
70,2022-03-25 15:05:00+05:30,2299.8,2301.15,2298.95,2300.7,111157,33657.73333333333,,52.3243768846962
71,2022-03-25 15:10:00+05:30,2300.7,2302.0,2298.75,2300.0,107108,36185.2,,50.28074337335471
72,2022-03-25 15:15:00+05:30,2300.35,2304.45,2300.05,2302.85,125281,39552.5,,57.550259345330154
73,2022-03-25 15:20:00+05:30,2302.85,2311.0,2302.8,2309.95,141763,43391.1,,69.51029081705403
74,2022-03-25 15:25:00+05:30,2310.1,2311.3,2304.25,2306.0,86230,45983.46666666667,,59.471337844399194
75,2022-03-28 09:15:00+05:30,2310.0,2311.05,2285.0,2286.1,125168,49635.933333333334,,33.34391517889427
76,2022-03-28 09:20:00+05:30,2285.8,2288.05,2274.2,2275.15,72204,51194.46666666667,,26.456365170429898
77,2022-03-28 09:25:00+05:30,2274.0,2275.3,2267.2,2269.5,102053,53511.933333333334,,23.732358960919942
78,2022-03-28 09:30:00+05:30,2269.45,2269.8,2262.5,2264.0,44622,54438.8,,21.42028325021077
79,2022-03-28 09:35:00+05:30,2264.0,2264.9,2258.65,2263.0,41731,54913.933333333334,,21.01932251058123
80,2022-03-28 09:40:00+05:30,2263.0,2265.4,2259.0,2259.0,31844,55383.2,,19.450906851043467
81,2022-03-28 09:45:00+05:30,2259.5,2264.15,2256.1,2260.7,41539,55248.933333333334,,22.110972475332932
82,2022-03-28 09:50:00+05:30,2260.8,2262.5,2258.65,2262.05,38062,54966.933333333334,,24.25032330381801
83,2022-03-28 09:55:00+05:30,2261.25,2265.75,2261.0,2265.0,27657,55155.6,,28.84926645173693
84,2022-03-28 10:00:00+05:30,2265.0,2266.9,2260.9,2261.3,28008,54775.9,,26.66277866303457
85,2022-03-28 10:05:00+05:30,2261.9,2264.05,2257.15,2259.55,63774,55534.86666666667,,25.67174440045944
86,2022-03-28 10:10:00+05:30,2259.55,2261.85,2258.0,2261.1,35617,55763.63333333333,,28.216727191403457
87,2022-03-28 10:15:00+05:30,2260.15,2261.4,2254.9,2256.5,56630,56786.066666666666,,25.43350463935671
88,2022-03-28 10:20:00+05:30,2256.5,2258.4,2249.85,2254.55,128727,59627.7,,24.337581305192927
89,2022-03-28 10:25:00+05:30,2254.15,2255.6,2251.05,2252.0,19290,59510.96666666667,,22.94520640224162
90,2022-03-28 10:30:00+05:30,2251.9,2254.95,2247.55,2248.4,41634,60109.066666666666,,21.10910915056876
91,2022-03-28 10:35:00+05:30,2247.6,2249.0,2245.15,2245.15,20532,60114.5,,19.585401219255765
92,2022-03-28 10:40:00+05:30,2244.7,2247.4,2243.05,2246.2,31466,60193.7,,21.555486463636964
93,2022-03-28 10:45:00+05:30,2246.7,2246.9,2242.0,2244.0,21847,60303.0,,20.426319152062057
94,2022-03-28 10:50:00+05:30,2243.0,2248.2,2242.3,2247.15,19185,60440.933333333334,,26.373449771254244
95,2022-03-28 10:55:00+05:30,2247.0,2250.9,2247.0,2249.0,46007,60375.26666666667,,29.696674829880404
96,2022-03-28 11:00:00+05:30,2249.0,2250.15,2246.5,2247.6,60160,61508.76666666667,,28.643051036790627
97,2022-03-28 11:05:00+05:30,2246.5,2251.7,2245.25,2248.45,77702,63159.23333333333,,30.260869718654714
98,2022-03-28 11:10:00+05:30,2249.15,2250.15,2245.75,2249.9,64212,64274.13333333333,,33.04943970965999
99,2022-03-28 11:15:00+05:30,2249.6,2250.8,2246.0,2247.5,36282,61583.066666666666,,30.850585874826987
100,2022-03-28 11:20:00+05:30,2247.0,2251.25,2246.65,2250.0,67132,60115.566666666666,,35.65314824606347
101,2022-03-28 11:25:00+05:30,2249.8,2252.0,2248.0,2249.3,76816,59105.833333333336,,34.92180062643684
102,2022-03-28 11:30:00+05:30,2249.0,2251.4,2248.35,2250.45,18923,55560.566666666666,,37.200903083541746
103,2022-03-28 11:35:00+05:30,2250.1,2250.85,2249.0,2250.15,39466,52150.666666666664,,36.83846159581446
104,2022-03-28 11:40:00+05:30,2250.1,2250.1,2244.4,2245.4,50723,50967.1,,31.59042423644396
105,2022-03-28 11:45:00+05:30,2245.45,2245.45,2239.2,2239.5,47698,48384.76666666667,,26.534022116138818
106,2022-03-28 11:50:00+05:30,2239.5,2239.95,2235.6,2235.6,24452,46793.03333333333,,23.819933799797898
107,2022-03-28 11:55:00+05:30,2235.55,2236.25,2234.3,2235.95,55008,45224.86666666667,,24.565657793907516
108,2022-03-28 12:00:00+05:30,2236.0,2237.35,2235.0,2236.0,19351,44382.5,,24.679090676615477
109,2022-03-28 12:05:00+05:30,2236.4,2239.15,2235.2,2238.7,34994,44157.933333333334,,30.73606157536057
110,2022-03-28 12:10:00+05:30,2238.45,2246.85,2238.0,2245.55,32527,44180.7,,43.21281904623769
111,2022-03-28 12:15:00+05:30,2245.55,2252.85,2245.55,2249.45,64220,44936.73333333333,,48.8609636818256
112,2022-03-28 12:20:00+05:30,2249.45,2251.0,2244.0,2245.0,47475,45250.5,,43.53963187608996
113,2022-03-28 12:25:00+05:30,2244.85,2246.3,2244.3,2245.2,30739,45353.23333333333,,43.83568757539927
114,2022-03-28 12:30:00+05:30,2244.75,2254.6,2244.7,2254.6,95814,47613.433333333334,,55.61561186322934
115,2022-03-28 12:35:00+05:30,2254.9,2258.65,2254.1,2254.1,122236,49562.166666666664,,54.955346016346915
116,2022-03-28 12:40:00+05:30,2254.25,2254.6,2251.05,2252.8,70320,50718.933333333334,,53.187321569952076
117,2022-03-28 12:45:00+05:30,2253.25,2255.85,2251.95,2254.85,91446,51879.46666666667,,55.612449696752364
118,2022-03-28 12:50:00+05:30,2255.7,2260.0,2254.7,2258.0,105880,51117.9,,59.11717119542534
119,2022-03-28 12:55:00+05:30,2258.05,2263.0,2257.4,2260.7,99822,53802.3,48992.65833333333,61.89444394159086
120,2022-03-28 13:00:00+05:30,2260.7,2263.95,2257.25,2259.35,65303,54591.26666666667,47900.875,59.71029864779134
121,2022-03-28 13:05:00+05:30,2259.25,2270.9,2257.8,2270.45,93407,57020.433333333334,48199.166666666664,69.30230604866327
122,2022-03-28 13:10:00+05:30,2270.45,2271.75,2268.0,2270.75,95625,59159.066666666666,48395.15,69.51356013952513
123,2022-03-28 13:15:00+05:30,2270.8,2275.1,2270.2,2272.15,189552,64749.23333333333,49772.475,70.53269409498542
124,2022-03-28 13:20:00+05:30,2271.85,2275.0,2266.0,2266.55,80359,66788.36666666667,48483.191666666666,61.654332386665885
125,2022-03-28 13:25:00+05:30,2266.5,2272.0,2263.5,2271.3,56701,67144.83333333333,47962.025,65.6087341332999
126,2022-03-28 13:30:00+05:30,2270.6,2271.45,2260.0,2260.2,45218,66646.76666666666,47753.525,52.0900773852286
127,2022-03-28 13:35:00+05:30,2261.0,2261.75,2258.7,2259.55,30350,65068.36666666667,47736.39166666667,51.42189500226878
128,2022-03-28 13:40:00+05:30,2259.4,2261.95,2258.55,2260.2,32703,64018.066666666666,47271.375,52.083817153887125
129,2022-03-28 13:45:00+05:30,2260.7,2268.25,2260.7,2265.65,55414,64655.8,47445.433333333334,57.333372203262876
130,2022-03-28 13:50:00+05:30,2265.05,2265.65,2261.5,2263.15,24670,63240.4,47413.191666666666,54.38972773236357
131,2022-03-28 13:55:00+05:30,2263.1,2267.25,2262.55,2265.8,36692,61902.933333333334,47561.833333333336,56.9149247799357
132,2022-03-28 14:00:00+05:30,2266.35,2271.0,2266.0,2266.95,90968,64304.433333333334,47051.825,58.001605462753815
133,2022-03-28 14:05:00+05:30,2266.75,2268.15,2261.1,2261.15,37205,64229.066666666666,46984.808333333334,51.01327924405516
134,2022-03-28 14:10:00+05:30,2261.15,2266.35,2260.0,2260.0,45474,64054.1,46923.0,49.73378252625725
135,2022-03-28 14:15:00+05:30,2260.0,2261.1,2255.0,2256.4,84410,65277.833333333336,47450.325,45.8563457809594
136,2022-03-28 14:20:00+05:30,2255.9,2260.4,2255.0,2258.2,68080,66732.1,47862.675,48.03774863914446
137,2022-03-28 14:25:00+05:30,2258.2,2261.85,2257.45,2259.35,66057,67100.4,48187.7,49.439307516202824
138,2022-03-28 14:30:00+05:30,2259.3,2264.75,2259.3,2264.0,47612,68042.43333333333,48406.40833333333,54.7536192772012
139,2022-03-28 14:35:00+05:30,2263.55,2266.0,2262.5,2263.55,47428,68456.9,48696.7,54.16033937534161
140,2022-03-28 14:40:00+05:30,2264.0,2265.0,2260.25,2261.4,31205,68412.83333333333,48842.15,51.30026677438618
141,2022-03-28 14:45:00+05:30,2261.4,2263.0,2257.6,2259.6,46588,67825.1,48990.38333333333,48.96877622295144
142,2022-03-28 14:50:00+05:30,2259.15,2261.9,2257.05,2260.75,48693,67865.7,48906.36666666667,50.516123410755554
143,2022-03-28 14:55:00+05:30,2262.0,2268.5,2261.75,2267.0,67354,69086.2,49369.941666666666,57.974313724304814
144,2022-03-28 15:00:00+05:30,2267.25,2267.45,2263.55,2265.35,97404,69139.2,50077.71666666667,55.59214884313174
145,2022-03-28 15:05:00+05:30,2265.0,2270.9,2265.0,2270.8,111736,68789.2,50781.50833333333,61.25515883316447
146,2022-03-28 15:10:00+05:30,2270.8,2273.75,2268.05,2268.8,108434,70059.66666666667,51458.166666666664,58.31619059559381
147,2022-03-28 15:15:00+05:30,2268.95,2270.35,2267.35,2268.0,126379,71224.1,52299.625,57.135321991420305
148,2022-03-28 15:20:00+05:30,2268.0,2269.85,2266.55,2268.9,181737,73752.66666666667,53392.625,58.16173766222143
149,2022-03-28 15:25:00+05:30,2268.9,2269.8,2266.75,2269.0,141285,75134.76666666666,53746.775,58.28127316935383
150,2022-03-29 09:15:00+05:30,2285.9,2300.95,2284.25,2300.95,131408,77338.26666666666,54727.825,78.96241995186675
151,2022-03-29 09:20:00+05:30,2301.0,2305.0,2293.45,2295.7,138690,78847.7,55741.083333333336,72.59419240198062
152,2022-03-29 09:25:00+05:30,2295.0,2311.9,2292.45,2308.15,77356,78238.73333333334,56250.01666666667,77.27478512718072
153,2022-03-29 09:30:00+05:30,2307.25,2312.0,2305.1,2310.25,53178,73692.93333333333,56380.95,77.9585900875751
154,2022-03-29 09:35:00+05:30,2310.5,2317.0,2308.6,2316.0,74145,73485.8,56654.86666666667,79.75488534246779
155,2022-03-29 09:40:00+05:30,2316.0,2318.5,2311.65,2314.25,55609,73449.4,56882.24166666667,77.67996113140555
156,2022-03-29 09:45:00+05:30,2314.55,2316.0,2312.2,2315.3,38698,73232.06666666667,57008.00833333333,78.04896914461233
157,2022-03-29 09:50:00+05:30,2314.4,2315.3,2310.55,2312.35,27886,73149.93333333333,56977.191666666666,74.33081699688697
158,2022-03-29 09:55:00+05:30,2312.35,2315.3,2307.6,2308.1,44401,73539.86666666667,57268.8,69.21503503378999
159,2022-03-29 10:00:00+05:30,2308.5,2317.4,2308.0,2316.6,49017,73326.63333333333,57470.525,73.1893727945766
160,2022-03-29 10:05:00+05:30,2317.5,2322.4,2316.5,2322.4,73332,74948.7,57990.6,75.51245758688167
161,2022-03-29 10:10:00+05:30,2322.4,2322.4,2317.0,2317.55,33351,74837.33333333333,58007.825,70.04677203266684
162,2022-03-29 10:15:00+05:30,2317.25,2319.0,2314.8,2318.4,49875,73467.56666666667,58221.26666666667,70.4504534236356
163,2022-03-29 10:20:00+05:30,2318.1,2324.0,2318.1,2323.95,68050,74495.73333333334,58566.64166666667,73.00835156955266
164,2022-03-29 10:25:00+05:30,2323.85,2326.85,2321.25,2322.5,65567,75165.5,59042.541666666664,71.27249401222183
165,2022-03-29 10:30:00+05:30,2322.0,2322.6,2316.6,2317.65,34056,73487.03333333334,59196.39166666667,65.64993214236262
166,2022-03-29 10:35:00+05:30,2318.0,2318.9,2312.2,2312.7,38041,72485.73333333334,59301.333333333336,60.411736110528246
167,2022-03-29 10:40:00+05:30,2312.2,2312.95,2307.05,2312.5,59374,72262.96666666666,59525.041666666664,60.202723214668396
168,2022-03-29 10:45:00+05:30,2312.5,2315.0,2310.5,2312.45,22729,71433.53333333334,59574.316666666666,60.1466973918641
169,2022-03-29 10:50:00+05:30,2312.7,2315.8,2312.55,2315.7,28991,70818.96666666666,59586.933333333334,62.58409510735774
170,2022-03-29 10:55:00+05:30,2315.1,2316.25,2314.65,2315.0,14072,70247.86666666667,59556.15,61.708692591265105
171,2022-03-29 11:00:00+05:30,2315.35,2319.3,2315.0,2319.0,31613,69748.7,59439.86666666667,64.74349040677245
172,2022-03-29 11:05:00+05:30,2319.0,2319.15,2313.5,2313.75,29031,69093.3,59294.10833333333,58.22127314828133
173,2022-03-29 11:10:00+05:30,2314.1,2314.3,2310.0,2311.0,23663,67636.93333333333,59307.99166666667,55.09062046275142
174,2022-03-29 11:15:00+05:30,2311.0,2311.35,2310.25,2311.15,13749,64848.433333333334,59094.24166666667,55.232025177075016
175,2022-03-29 11:20:00+05:30,2311.15,2313.9,2310.25,2312.95,19047,61758.8,58911.25833333333,56.98243052680832
176,2022-03-29 11:25:00+05:30,2312.65,2315.0,2312.0,2314.8,15999,58677.63333333333,58804.96666666667,58.76686831338992
177,2022-03-29 11:30:00+05:30,2314.8,2315.05,2313.0,2313.45,18166,55070.53333333333,58740.041666666664,56.91161516614977
178,2022-03-29 11:35:00+05:30,2313.45,2313.5,2309.9,2310.05,22052,49747.7,58561.49166666667,52.42290518473715
179,2022-03-29 11:40:00+05:30,2310.05,2310.45,2305.55,2305.95,33301,46148.23333333333,58649.066666666666,47.55231160693521
180,2022-03-29 11:45:00+05:30,2305.95,2310.15,2303.4,2307.85,35511,42951.666666666664,58747.566666666666,49.876424794496494
181,2022-03-29 11:50:00+05:30,2307.85,2309.95,2306.8,2309.2,21227,39036.23333333333,58754.71666666667,51.52025186879281
182,2022-03-29 11:55:00+05:30,2309.2,2313.95,2309.15,2313.0,20766,37149.9,58685.35,55.904020217546645
183,2022-03-29 12:00:00+05:30,2313.0,2316.8,2313.0,2316.8,26659,36265.933333333334,58752.775,59.81705483436336
184,2022-03-29 12:05:00+05:30,2316.7,2317.75,2314.4,2315.8,24891,34624.13333333333,58834.808333333334,58.34963652044556
185,2022-03-29 12:10:00+05:30,2315.8,2318.0,2315.2,2317.55,16381,33316.53333333333,58571.50833333333,60.1901628791532
186,2022-03-29 12:15:00+05:30,2317.55,2318.0,2315.7,2316.6,20398,32706.533333333333,58523.53333333333,58.67436299692932
187,2022-03-29 12:20:00+05:30,2316.45,2318.0,2316.05,2317.7,22066,32512.533333333333,58472.51666666667,59.93259669186002
188,2022-03-29 12:25:00+05:30,2317.65,2319.9,2316.95,2318.95,23059,31801.133333333335,58408.3,61.37188335143987
189,2022-03-29 12:30:00+05:30,2318.95,2319.2,2315.5,2315.65,16417,30714.466666666667,57569.99166666667,55.68489762436165
190,2022-03-29 12:35:00+05:30,2315.65,2316.55,2315.0,2315.05,15284,28779.533333333333,56771.05,54.69255220068858
191,2022-03-29 12:40:00+05:30,2315.05,2315.9,2312.8,2314.5,23513,28451.6,56074.425,53.747020782253784
192,2022-03-29 12:45:00+05:30,2314.55,2318.5,2314.5,2316.7,22368,27534.7,55216.816666666666,56.952825748312755
193,2022-03-29 12:50:00+05:30,2316.8,2319.5,2316.65,2319.0,28235,26207.533333333333,54270.75,60.06883810790092
194,2022-03-29 12:55:00+05:30,2319.0,2320.75,2319.0,2319.15,33789,25148.266666666666,53833.74166666667,60.270819905112674
195,2022-03-29 13:00:00+05:30,2319.55,2319.8,2317.2,2318.4,24160,24818.4,52992.00833333333,58.67276560408652
196,2022-03-29 13:05:00+05:30,2318.4,2319.85,2317.4,2319.15,20692,24240.1,52562.74166666667,59.82006906095303
197,2022-03-29 13:10:00+05:30,2319.15,2320.0,2314.95,2315.35,59339,24238.933333333334,52206.791666666664,51.95069267400434
198,2022-03-29 13:15:00+05:30,2315.35,2315.55,2306.1,2311.0,66672,25703.7,52390.541666666664,44.70126724796258
199,2022-03-29 13:20:00+05:30,2311.65,2315.5,2310.3,2314.0,26285,25613.5,52261.825,49.89424580017534
200,2022-03-29 13:25:00+05:30,2314.0,2317.4,2313.05,2316.6,25051,25979.466666666667,52205.21666666667,53.93197954625888
201,2022-03-29 13:30:00+05:30,2315.95,2316.3,2310.0,2310.0,39317,26236.266666666666,52186.7,44.19584096203117
202,2022-03-29 13:35:00+05:30,2310.0,2314.55,2310.0,2313.55,17682,25857.966666666667,52016.86666666667,49.47886498672736
203,2022-03-29 13:40:00+05:30,2313.55,2314.8,2312.0,2312.35,24032,25870.266666666666,51986.65833333333,47.83048116264518
204,2022-03-29 13:45:00+05:30,2312.45,2315.8,2312.0,2315.8,21796,26138.5,51934.89166666667,52.708507778817506
205,2022-03-29 13:50:00+05:30,2315.25,2316.0,2312.95,2314.45,19854,26165.4,51568.89166666667,50.710378678324375
206,2022-03-29 13:55:00+05:30,2314.4,2315.85,2312.0,2313.2,26717,26522.666666666668,51494.725,48.863295285624446
207,2022-03-29 14:00:00+05:30,2312.05,2317.25,2312.05,2315.3,37990,27183.466666666667,51339.39166666667,52.02484490575041
208,2022-03-29 14:05:00+05:30,2315.0,2317.25,2314.15,2316.85,42866,27877.266666666666,50623.88333333333,54.27206663274286
209,2022-03-29 14:10:00+05:30,2316.85,2317.4,2315.7,2317.2,26547,27652.133333333335,50684.35833333333,54.787073694338005
210,2022-03-29 14:15:00+05:30,2316.95,2320.0,2316.55,2318.35,58216,28408.966666666667,50822.541666666664,56.519829365173365
211,2022-03-29 14:20:00+05:30,2319.0,2321.9,2317.9,2319.25,34069,28837.033333333333,50935.35,57.88030049069479
212,2022-03-29 14:25:00+05:30,2319.35,2322.0,2318.65,2322.0,28742,29102.9,50912.65,61.81216048892508
213,2022-03-29 14:30:00+05:30,2321.75,2322.0,2320.0,2321.25,40423,29561.7,51067.45,60.1626577252766
214,2022-03-29 14:35:00+05:30,2320.65,2321.9,2318.05,2321.0,30892,29761.733333333334,51165.00833333333,59.59179847185202
215,2022-03-29 14:40:00+05:30,2320.7,2321.7,2319.85,2321.0,21892,29945.433333333334,50964.05,59.59179847185202
216,2022-03-29 14:45:00+05:30,2320.95,2321.95,2320.1,2321.85,38217,30539.4,50781.191666666666,61.04915949208848
217,2022-03-29 14:50:00+05:30,2321.85,2330.0,2321.85,2329.9,101374,33183.0,50978.458333333336,71.52383832662413
218,2022-03-29 14:55:00+05:30,2330.0,2334.7,2329.85,2333.05,55303,34257.8,50904.21666666667,74.42240290726924
219,2022-03-29 15:00:00+05:30,2333.25,2335.0,2330.75,2334.3,69168,36016.166666666664,51178.26666666667,75.4886383418774
220,2022-03-29 15:05:00+05:30,2333.95,2337.3,2332.55,2337.1,87231,38414.4,51345.75833333333,77.72828605574979
221,2022-03-29 15:10:00+05:30,2337.15,2337.5,2331.15,2332.0,82030,40364.96666666667,51389.208333333336,65.9144778123973
222,2022-03-29 15:15:00+05:30,2332.0,2338.0,2331.5,2336.65,96715,42843.2,52037.475,70.34075296213315
223,2022-03-29 15:20:00+05:30,2336.65,2343.95,2336.65,2343.55,119594,45888.5,52705.208333333336,75.43777957682458
224,2022-03-29 15:25:00+05:30,2343.3,2344.8,2340.0,2343.0,88481,47711.566666666666,53019.85833333333,74.34108932631382
225,2022-03-30 09:15:00+05:30,2369.4,2369.4,2347.65,2355.3,245244,55081.03333333333,54666.075,80.99514864508659
226,2022-03-30 09:20:00+05:30,2354.55,2358.0,2352.5,2356.15,50331,56069.0,54881.73333333333,81.35498877924408
227,2022-03-30 09:25:00+05:30,2355.45,2363.55,2353.95,2362.4,47980,55690.36666666667,54823.166666666664,83.78597129553417
228,2022-03-30 09:30:00+05:30,2363.25,2370.0,2360.45,2364.3,79004,56101.433333333334,55320.275,84.44973756059736
229,2022-03-30 09:35:00+05:30,2364.7,2372.0,2363.4,2370.7,85315,58069.1,55739.61666666667,86.46040791807386
230,2022-03-30 09:40:00+05:30,2370.7,2371.1,2363.9,2364.9,38716,58524.6,55791.191666666666,76.77227149252552
231,2022-03-30 09:45:00+05:30,2365.0,2372.0,2362.15,2371.0,34011,58347.73333333333,55539.45,79.38819753864864
232,2022-03-30 09:50:00+05:30,2371.0,2374.0,2369.6,2373.5,48152,59363.4,55545.09166666667,80.36422411747004
